route_id,service_id,shape_id,trip_id,trip_headsign,trip_short_name,direction_id
4-L5,20_LAV,4-L5-A-7,20-L5-11-1-155900,TALANT Dullin,,0
4-L5,20_LAV,4-L5-R-2,20-L5-5-1-160500,Université,,1
4-L5,20_LAV,4-L5-A-7,20-L5-13-1-160600,TALANT Dullin,,0
4-L5,20_LAV,4-L5-A-7,20-L5-2-1-161300,TALANT Dullin,,0
4-L5,20_LAV,4-L5-R-2,20-L5-10-1-161300,Université,,1
4-L5,20_LAV,4-L5-A-7,20-L5-3-1-162100,TALANT Dullin,,0
4-L5,20_LAV,4-L5-R-2,20-L5-7-1-162100,Université,,1
4-L5,20_LAV,4-L5-A-7,20-L5-1-1-162800,TALANT Dullin,,0
4-L5,20_LAV,4-L5-R-2,20-L5-14-1-162800,Université,,1
4-L5,20_LAV,4-L5-A-7,20-L5-16-1-163400,TALANT Dullin,,0
4-L5,20_LAV,4-L5-R-2,20-L5-6-1-163400,Université,,1
4-L5,20_LAV,4-L5-A-7,20-L5-9-1-164000,TALANT Dullin,,0
4-L5,20_LAV,4-L5-R-2,20-L5-4-1-164000,Université,,1
4-L5,20_LAV,4-L5-A-7,20-L5-8-1-164600,TALANT Dullin,,0
4-L5,20_LAV,4-L5-R-2,20-L5-11-1-164700,Université,,1
4-L5,20_LAV,4-L5-A-7,20-L5-5-1-165300,TALANT Dullin,,0
4-L5,20_LAV,4-L5-R-2,20-L5-13-1-165400,Université,,1
4-L5,20_LAV,4-L5-A-7,20-L5-12-1-165900,TALANT Dullin,,0
4-L5,20_LAV,4-L5-R-2,20-L5-2-1-170100,Université,,1
4-L5,20_LAV,4-L5-A-7,20-L5-10-1-170400,TALANT Dullin,,0
4-L5,20_LAV,4-L5-R-2,20-L5-3-1-170800,Université,,1
4-L5,20_LAV,4-L5-A-7,20-L5-7-1-171100,TALANT Dullin,,0
4-L5,20_LAV,4-L5-R-2,20-L5-1-1-171500,Université,,1
4-L5,20_LAV,4-L5-A-7,20-L5-14-1-171800,TALANT Dullin,,0
4-L5,20_LAV,4-L5-R-2,20-L5-16-1-172300,Université,,1
4-L5,20_LAV,4-L5-A-7,20-L5-6-1-172400,TALANT Dullin,,0
4-L5,20_LAV,4-L5-A-7,20-L5-4-1-173000,TALANT Dullin,,0
4-L5,20_LAV,4-L5-R-2,20-L5-9-1-173100,Université,,1
4-L5,20_LAV,4-L5-A-7,20-L5-11-1-173600,TALANT Dullin,,0
4-L5,20_LAV,4-L5-R-2,20-L5-8-1-173800,Université,,1
4-L5,20_LAV,4-L5-A-7,20-L5-13-1-174300,TALANT Dullin,,0
4-L5,20_LAV,4-L5-R-2,20-L5-5-1-174500,Université,,1
4-L5,20_LAV,4-L5-A-7,20-L5-2-1-175100,TALANT Dullin,,0
4-L5,20_LAV,4-L5-R-2,20-L5-12-1-175200,Université,,1
4-L5,20_LAV,4-L5-A-7,20-L5-3-1-175800,TALANT Dullin,,0
4-L5,20_LAV,4-L5-R-2,20-L5-10-1-175900,Université,,1
4-L5,20_LAV,4-L5-A-7,20-L5-1-1-180500,TALANT Dullin,,0
4-L5,20_LAV,4-L5-R-2,20-L5-7-1-180600,Université,,1
4-L5,20_LAV,4-L5-A-7,20-L5-16-1-181300,TALANT Dullin,,0
4-L5,20_LAV,4-L5-R-2,20-L5-6-1-181300,Université,,1
4-L5,20_LAV,4-L5-R-2,20-L5-4-1-182000,Université,,1
4-L5,20_LAV,4-L5-A-7,20-L5-9-1-182100,TALANT Dullin,,0
4-L5,20_LAV,4-L5-R-2,20-L5-11-1-182700,Université,,1
4-L5,20_LAV,4-L5-A-7,20-L5-8-1-182800,TALANT Dullin,,0
4-L5,20_LAV,4-L5-R-2,20-L5-13-1-183400,Université,,1
4-L5,20_LAV,4-L5-A-7,20-L5-12-1-183800,TALANT Dullin,,0
4-L5,20_LAV,4-L5-R-2,20-L5-2-1-184200,Université,,1
4-L5,20_LAV,4-L5-A-7,20-L5-10-1-184800,TALANT Dullin,,0
4-L5,20_LAV,4-L5-R-2,20-L5-1-1-185300,Université,,1
4-L5,20_LAV,4-L5-A-7,20-L5-6-1-190100,TALANT Dullin,,0
4-L5,20_LAV,4-L5-R-2,20-L5-16-1-190300,Université,,1
4-L5,20_LAV,4-L5-A-7,20-L5-11-1-191400,TALANT Dullin,,0
4-L5,20_LAV,4-L5-R-2,20-L5-8-1-191400,Université,,1
4-L5,20_LAV,4-L5-R-2,20-L5-12-1-192500,Université,,1
4-L5,20_LAV,4-L5-A-7,20-L5-2-1-192700,TALANT Dullin,,0
4-L5,20_LAV,4-L5-R-2,20-L5-10-1-193800,Université,,1
4-L5,20_LAV,4-L5-A-7,20-L5-1-1-194100,TALANT Dullin,,0
4-L5,20_LAV,4-L5-R-2,20-L5-11-1-195400,Université,,1
4-L5,20_LAV,4-L5-A-7,20-L5-8-1-200100,TALANT Dullin,,0
4-L5,20_LAV,4-L5-R-2,20-L5-2-1-201000,Université,,1
4-L5,20_LAV,4-L5-A-7,20-L5-10-1-202100,TALANT Dullin,,0
4-L5,20_LAV,4-L5-R-2,20-L5-1-1-202600,Université,,1
4-L5,20_LAV,4-L5-A-7,20-L5-11-1-204200,TALANT Dullin,,0
4-L5,20_LAV,4-L5-R-2,20-L5-8-1-204600,Université,,1
4-L5,20_LAV,4-L5-R-2,20-L5-10-1-210900,Université,,1
4-L5,20_LAV,4-L5-A-7,20-L5-1-1-211300,TALANT Dullin,,0
4-L5,20_LAV,4-L5-R-2,20-L5-11-1-213300,Université,,1
4-L5,20_LAV,4-L5-A-7,20-L5-10-1-214900,TALANT Dullin,,0
4-L5,20_LAV,4-L5-R-2,20-L5-1-1-215900,Université,,1
4-L5,20_LAV,4-L5-A-7,20-L5-1-1-223700,TALANT Dullin,,0
4-L5,20_LAV,4-L5-R-2,20-L5-10-1-223700,Université,,1
4-L5,20_LAV,4-L5-R-2,20-L5-1-1-231700,Université,,1
4-L5,20_LAV,4-L5-A-7,20-L5-10-1-231800,TALANT Dullin,,0
4-L5,20_LAV,4-L5-A-7,20-L5-1-1-235800,TALANT Dullin,,0
4-L5,20_LAV,4-L5-R-2,20-L5-10-1-240300,Université,,1
4-L5,21_Samedi,4-L5-A-7,21-L5-2-A-051100,TALANT Dullin,,0
4-L5,21_Samedi,4-L5-R-2,21-L5-1-A-051200,Université,,1
4-L5,21_Samedi,4-L5-A-7,21-L5-3-A-053700,TALANT Dullin,,0
4-L5,21_Samedi,4-L5-R-2,21-L5-2-A-054600,Université,,1
4-L5,21_Samedi,4-L5-A-7,21-L5-1-A-060000,TALANT Dullin,,0
4-L5,21_Samedi,4-L5-R-2,21-L5-3-A-061300,Université,,1
4-L5,21_Samedi,4-L5-A-7,21-L5-2-A-062500,TALANT Dullin,,0
4-L5,21_Samedi,4-L5-R-2,21-L5-1-A-063500,Université,,1
4-L5,21_Samedi,4-L5-A-7,21-L5-4-A-064400,TALANT Dullin,,0
4-L5,21_Samedi,4-L5-R-2,21-L5-5-A-065200,Université,,1
4-L5,21_Samedi,4-L5-A-7,21-L5-3-A-070000,TALANT Dullin,,0
4-L5,21_Samedi,4-L5-R-2,21-L5-2-A-070700,Université,,1
4-L5,21_Samedi,4-L5-A-7,21-L5-1-A-071700,TALANT Dullin,,0
4-L5,21_Samedi,4-L5-R-2,21-L5-4-A-072400,Université,,1
4-L5,21_Samedi,4-L5-A-7,21-L5-5-A-073400,TALANT Dullin,,0
4-L5,21_Samedi,4-L5-R-2,21-L5-3-A-074100,Université,,1
4-L5,21_Samedi,4-L5-A-7,21-L5-2-A-075100,TALANT Dullin,,0
4-L5,21_Samedi,4-L5-R-2,21-L5-1-A-075700,Université,,1
4-L5,21_Samedi,4-L5-A-7,21-L5-4-A-080800,TALANT Dullin,,0
4-L5,21_Samedi,4-L5-R-2,21-L5-5-A-081400,Université,,1
4-L5,21_Samedi,4-L5-A-7,21-L5-3-A-082500,TALANT Dullin,,0
4-L5,21_Samedi,4-L5-R-2,21-L5-2-A-083100,Université,,1
4-L5,21_Samedi,4-L5-A-7,21-L5-1-A-084000,TALANT Dullin,,0
4-L5,21_Samedi,4-L5-R-2,21-L5-4-A-084800,Université,,1
4-L5,21_Samedi,4-L5-A-7,21-L5-5-A-085600,TALANT Dullin,,0
4-L5,21_Samedi,4-L5-R-2,21-L5-3-A-090500,Université,,1
4-L5,21_Samedi,4-L5-A-7,21-L5-2-A-091400,TALANT Dullin,,0
4-L5,21_Samedi,4-L5-R-2,21-L5-1-A-092200,Université,,1
4-L5,21_Samedi,4-L5-A-7,21-L5-4-A-093100,TALANT Dullin,,0
4-L5,21_Samedi,4-L5-R-2,21-L5-5-A-093800,Université,,1
4-L5,21_Samedi,4-L5-A-7,21-L5-3-A-094800,TALANT Dullin,,0
4-L5,21_Samedi,4-L5-R-2,21-L5-2-A-095500,Université,,1
4-L5,21_Samedi,4-L5-A-7,21-L5-1-A-100500,TALANT Dullin,,0
4-L5,21_Samedi,4-L5-R-2,21-L5-4-A-101200,Université,,1
4-L5,21_Samedi,4-L5-A-7,21-L5-5-A-102300,TALANT Dullin,,0
4-L5,21_Samedi,4-L5-R-2,21-L5-3-A-102900,Université,,1
4-L5,21_Samedi,4-L5-A-7,21-L5-2-A-104000,TALANT Dullin,,0
4-L5,21_Samedi,4-L5-R-2,21-L5-1-A-104600,Université,,1
4-L5,21_Samedi,4-L5-A-7,21-L5-4-A-105700,TALANT Dullin,,0
4-L5,21_Samedi,4-L5-R-2,21-L5-5-A-110300,Université,,1
4-L5,21_Samedi,4-L5-A-7,21-L5-3-A-111400,TALANT Dullin,,0
4-L5,21_Samedi,4-L5-R-2,21-L5-2-A-112000,Université,,1
4-L5,21_Samedi,4-L5-A-7,21-L5-1-A-113000,TALANT Dullin,,0
4-L5,21_Samedi,4-L5-R-2,21-L5-4-A-113800,Université,,1
4-L5,21_Samedi,4-L5-A-7,21-L5-5-A-114600,TALANT Dullin,,0
4-L5,21_Samedi,4-L5-R-2,21-L5-3-A-115500,Université,,1
4-L5,21_Samedi,4-L5-A-7,21-L5-2-A-120400,TALANT Dullin,,0
4-L5,21_Samedi,4-L5-R-2,21-L5-1-A-121200,Université,,1
4-L5,21_Samedi,4-L5-A-7,21-L5-4-A-122100,TALANT Dullin,,0
4-L5,21_Samedi,4-L5-R-2,21-L5-5-A-122900,Université,,1
4-L5,21_Samedi,4-L5-A-7,21-L5-3-A-123800,TALANT Dullin,,0
4-L5,21_Samedi,4-L5-R-2,21-L5-2-A-124600,Université,,1
4-L5,21_Samedi,4-L5-A-7,21-L5-1-A-125600,TALANT Dullin,,0
4-L5,21_Samedi,4-L5-R-2,21-L5-4-A-130300,Université,,1
4-L5,21_Samedi,4-L5-A-7,21-L5-5-A-131300,TALANT Dullin,,0
4-L5,21_Samedi,4-L5-R-2,21-L5-3-A-131800,Université,,1
4-L5,21_Samedi,4-L5-A-7,21-L5-2-A-132700,TALANT Dullin,,0
4-L5,21_Samedi,4-L5-R-2,21-L5-6-A-132900,Université,,1
4-L5,21_Samedi,4-L5-A-7,21-L5-7-A-133800,TALANT Dullin,,0
4-L5,21_Samedi,4-L5-R-2,21-L5-1-A-133900,Université,,1
4-L5,21_Samedi,4-L5-R-2,21-L5-8-A-134800,Université,,1
4-L5,21_Samedi,4-L5-A-7,21-L5-4-A-134900,TALANT Dullin,,0
4-L5,21_Samedi,4-L5-R-2,21-L5-5-A-135900,Université,,1
4-L5,21_Samedi,4-L5-A-7,21-L5-3-A-140000,TALANT Dullin,,0
4-L5,21_Samedi,4-L5-R-2,21-L5-2-A-140900,Université,,1
4-L5,21_Samedi,4-L5-A-7,21-L5-6-A-141100,TALANT Dullin,,0
4-L5,21_Samedi,4-L5-R-2,21-L5-7-A-141900,Université,,1
4-L5,21_Samedi,4-L5-A-7,21-L5-1-A-142100,TALANT Dullin,,0
4-L5,21_Samedi,4-L5-R-2,21-L5-4-A-143000,Université,,1
4-L5,21_Samedi,4-L5-A-7,21-L5-8-A-143100,TALANT Dullin,,0
4-L5,21_Samedi,4-L5-R-2,21-L5-3-A-144000,Université,,1
4-L5,21_Samedi,4-L5-A-7,21-L5-5-A-144100,TALANT Dullin,,0
4-L5,21_Samedi,4-L5-A-7,21-L5-2-A-145100,TALANT Dullin,,0
4-L5,21_Samedi,4-L5-R-2,21-L5-6-A-145100,Université,,1
4-L5,21_Samedi,4-L5-R-2,21-L5-1-A-150100,Université,,1
4-L5,21_Samedi,4-L5-A-7,21-L5-7-A-150200,TALANT Dullin,,0
4-L5,21_Samedi,4-L5-R-2,21-L5-8-A-151200,Université,,1
4-L5,21_Samedi,4-L5-A-7,21-L5-4-A-151300,TALANT Dullin,,0
4-L5,21_Samedi,4-L5-A-7,21-L5-3-A-152300,TALANT Dullin,,0
4-L5,21_Samedi,4-L5-R-2,21-L5-5-A-152300,Université,,1
4-L5,21_Samedi,4-L5-R-2,21-L5-2-A-153200,Université,,1
4-L5,21_Samedi,4-L5-A-7,21-L5-6-A-153300,TALANT Dullin,,0
4-L5,21_Samedi,4-L5-R-2,21-L5-7-A-154300,Université,,1
4-L5,21_Samedi,4-L5-A-7,21-L5-1-A-154400,TALANT Dullin,,0
4-L5,21_Samedi,4-L5-A-7,21-L5-8-A-155400,TALANT Dullin,,0
4-L5,21_Samedi,4-L5-R-2,21-L5-4-A-155500,Université,,1
4-L5,21_Samedi,4-L5-A-7,21-L5-5-A-160400,TALANT Dullin,,0
4-L5,21_Samedi,4-L5-R-2,21-L5-3-A-160500,Université,,1
4-L5,21_Samedi,4-L5-A-7,21-L5-2-A-161400,TALANT Dullin,,0
4-L5,21_Samedi,4-L5-R-2,21-L5-6-A-161500,Université,,1
4-L5,21_Samedi,4-L5-A-7,21-L5-7-A-162500,TALANT Dullin,,0
4-L5,21_Samedi,4-L5-R-2,21-L5-1-A-162600,Université,,1
4-L5,21_Samedi,4-L5-A-7,21-L5-4-A-163600,TALANT Dullin,,0
4-L5,21_Samedi,4-L5-R-2,21-L5-8-A-163700,Université,,1
4-L5,21_Samedi,4-L5-A-7,21-L5-3-A-164600,TALANT Dullin,,0
4-L5,21_Samedi,4-L5-R-2,21-L5-5-A-164800,Université,,1
4-L5,21_Samedi,4-L5-A-7,21-L5-6-A-165700,TALANT Dullin,,0
4-L5,21_Samedi,4-L5-R-2,21-L5-2-A-165800,Université,,1
4-L5,21_Samedi,4-L5-A-7,21-L5-1-A-170800,TALANT Dullin,,0
4-L5,21_Samedi,4-L5-R-2,21-L5-7-A-170900,Université,,1
4-L5,21_Samedi,4-L5-A-7,21-L5-8-A-171800,TALANT Dullin,,0
4-L5,21_Samedi,4-L5-R-2,21-L5-4-A-171900,Université,,1
4-L5,21_Samedi,4-L5-A-7,21-L5-5-A-172900,TALANT Dullin,,0
4-L5,21_Samedi,4-L5-R-2,21-L5-3-A-173000,Université,,1
4-L5,21_Samedi,4-L5-A-7,21-L5-2-A-173900,TALANT Dullin,,0
4-L5,21_Samedi,4-L5-R-2,21-L5-6-A-174000,Université,,1
4-L5,21_Samedi,4-L5-A-7,21-L5-7-A-175000,TALANT Dullin,,0
4-L5,21_Samedi,4-L5-R-2,21-L5-1-A-175100,Université,,1
4-L5,21_Samedi,4-L5-A-7,21-L5-4-A-180000,TALANT Dullin,,0
4-L5,21_Samedi,4-L5-R-2,21-L5-8-A-180100,Université,,1
4-L5,21_Samedi,4-L5-A-7,21-L5-3-A-181100,TALANT Dullin,,0
4-L5,21_Samedi,4-L5-R-2,21-L5-5-A-181200,Université,,1
4-L5,21_Samedi,4-L5-A-7,21-L5-6-A-182300,TALANT Dullin,,0
4-L5,21_Samedi,4-L5-R-2,21-L5-2-A-182300,Université,,1
4-L5,21_Samedi,4-L5-R-2,21-L5-7-A-183300,Université,,1
4-L5,21_Samedi,4-L5-A-7,21-L5-1-A-183400,TALANT Dullin,,0
4-L5,21_Samedi,4-L5-R-2,21-L5-4-A-184300,Université,,1
4-L5,21_Samedi,4-L5-A-7,21-L5-8-A-184500,TALANT Dullin,,0
4-L5,21_Samedi,4-L5-R-2,21-L5-3-A-185300,Université,,1
4-L5,21_Samedi,4-L5-A-7,21-L5-5-A-185700,TALANT Dullin,,0
4-L5,21_Samedi,4-L5-R-2,21-L5-6-A-190600,Université,,1
4-L5,21_Samedi,4-L5-A-7,21-L5-2-A-190900,TALANT Dullin,,0
4-L5,21_Samedi,4-L5-R-2,21-L5-1-A-191900,Université,,1
4-L5,21_Samedi,4-L5-A-7,21-L5-4-A-192200,TALANT Dullin,,0
4-L5,21_Samedi,4-L5-R-2,21-L5-8-A-193300,Université,,1
4-L5,21_Samedi,4-L5-A-7,21-L5-3-A-193400,TALANT Dullin,,0
4-L5,21_Samedi,4-L5-A-7,21-L5-6-A-194800,TALANT Dullin,,0
4-L5,21_Samedi,4-L5-R-2,21-L5-2-A-194900,Université,,1
4-L5,21_Samedi,4-L5-A-7,21-L5-1-A-200400,TALANT Dullin,,0
4-L5,21_Samedi,4-L5-R-2,21-L5-4-A-200700,Université,,1
4-L5,21_Samedi,4-L5-A-7,21-L5-8-A-202100,TALANT Dullin,,0
4-L5,21_Samedi,4-L5-R-2,21-L5-6-A-202800,Université,,1
4-L5,21_Samedi,4-L5-A-7,21-L5-4-A-204600,TALANT Dullin,,0
4-L5,21_Samedi,4-L5-R-2,21-L5-1-A-204900,Université,,1
4-L5,21_Samedi,4-L5-R-2,21-L5-8-A-211500,Université,,1
4-L5,21_Samedi,4-L5-A-7,21-L5-6-A-211800,TALANT Dullin,,0
4-L5,21_Samedi,4-L5-A-7,21-L5-8-A-215000,TALANT Dullin,,0
4-L5,21_Samedi,4-L5-R-2,21-L5-6-A-220000,Université,,1
4-L5,21_Samedi,4-L5-A-7,21-L5-6-A-223800,TALANT Dullin,,0
4-L5,21_Samedi,4-L5-R-2,21-L5-8-A-223800,Université,,1
4-L5,21_Samedi,4-L5-R-2,21-L5-6-A-231800,Université,,1
4-L5,21_Samedi,4-L5-A-7,21-L5-8-A-231900,TALANT Dullin,,0
4-L5,21_Samedi,4-L5-A-7,21-L5-6-A-240000,TALANT Dullin,,0
4-L5,21_Samedi,4-L5-R-2,21-L5-8-A-240400,Université,,1
4-L5,22_Dimanche,4-L5-A-7,22-L5-2-B-061400,TALANT Dullin,,0
4-L5,22_Dimanche,4-L5-R-2,22-L5-1-B-061600,Université,,1
4-L5,22_Dimanche,4-L5-A-7,22-L5-3-B-063700,TALANT Dullin,,0
4-L5,22_Dimanche,4-L5-R-2,22-L5-2-B-065100,Université,,1
4-L5,22_Dimanche,4-L5-A-7,22-L5-1-B-070600,TALANT Dullin,,0
4-L5,22_Dimanche,4-L5-R-2,22-L5-3-B-072100,Université,,1
4-L5,22_Dimanche,4-L5-A-7,22-L5-2-B-073700,TALANT Dullin,,0
4-L5,22_Dimanche,4-L5-R-2,22-L5-1-B-075100,Université,,1
4-L5,22_Dimanche,4-L5-A-7,22-L5-3-B-080700,TALANT Dullin,,0
4-L5,22_Dimanche,4-L5-R-2,22-L5-2-B-082100,Université,,1
4-L5,22_Dimanche,4-L5-A-7,22-L5-1-B-083700,TALANT Dullin,,0
4-L5,22_Dimanche,4-L5-R-2,22-L5-3-B-085100,Université,,1
4-L5,22_Dimanche,4-L5-A-7,22-L5-2-B-090700,TALANT Dullin,,0
4-L5,22_Dimanche,4-L5-R-2,22-L5-1-B-092000,Université,,1
4-L5,22_Dimanche,4-L5-A-7,22-L5-3-B-093700,TALANT Dullin,,0
4-L5,22_Dimanche,4-L5-R-2,22-L5-2-B-095000,Université,,1
4-L5,22_Dimanche,4-L5-A-7,22-L5-1-B-100400,TALANT Dullin,,0
4-L5,22_Dimanche,4-L5-R-2,22-L5-3-B-102000,Université,,1
4-L5,22_Dimanche,4-L5-A-7,22-L5-2-B-103400,TALANT Dullin,,0
4-L5,22_Dimanche,4-L5-R-2,22-L5-1-B-105000,Université,,1
4-L5,22_Dimanche,4-L5-A-7,22-L5-3-B-110300,TALANT Dullin,,0
4-L5,22_Dimanche,4-L5-R-2,22-L5-2-B-112000,Université,,1
4-L5,22_Dimanche,4-L5-A-7,22-L5-1-B-113300,TALANT Dullin,,0
4-L5,22_Dimanche,4-L5-R-2,22-L5-3-B-115000,Université,,1
4-L5,22_Dimanche,4-L5-A-7,22-L5-2-B-120300,TALANT Dullin,,0
4-L5,22_Dimanche,4-L5-R-2,22-L5-1-B-121700,Université,,1
4-L5,22_Dimanche,4-L5-A-7,22-L5-3-B-123400,TALANT Dullin,,0
4-L5,22_Dimanche,4-L5-R-2,22-L5-4-B-124600,Université,,1
4-L5,22_Dimanche,4-L5-A-7,22-L5-5-B-125900,TALANT Dullin,,0
4-L5,22_Dimanche,4-L5-R-2,22-L5-6-B-131600,Université,,1
4-L5,22_Dimanche,4-L5-A-7,22-L5-7-B-131700,TALANT Dullin,,0
4-L5,22_Dimanche,4-L5-A-7,22-L5-4-B-133400,TALANT Dullin,,0
4-L5,22_Dimanche,4-L5-R-2,22-L5-5-B-134000,Université,,1
4-L5,22_Dimanche,4-L5-A-7,22-L5-8-B-135200,TALANT Dullin,,0
4-L5,22_Dimanche,4-L5-R-2,22-L5-7-B-135900,Université,,1
4-L5,22_Dimanche,4-L5-A-7,22-L5-6-B-140900,TALANT Dullin,,0
4-L5,22_Dimanche,4-L5-R-2,22-L5-4-B-141800,Université,,1
4-L5,22_Dimanche,4-L5-A-7,22-L5-5-B-142800,TALANT Dullin,,0
4-L5,22_Dimanche,4-L5-R-2,22-L5-8-B-143600,Université,,1
4-L5,22_Dimanche,4-L5-A-7,22-L5-7-B-144500,TALANT Dullin,,0
4-L5,22_Dimanche,4-L5-R-2,22-L5-6-B-145400,Université,,1
4-L5,22_Dimanche,4-L5-A-7,22-L5-4-B-150400,TALANT Dullin,,0
4-L5,22_Dimanche,4-L5-R-2,22-L5-5-B-151300,Université,,1
4-L5,22_Dimanche,4-L5-A-7,22-L5-8-B-152100,TALANT Dullin,,0
4-L5,22_Dimanche,4-L5-R-2,22-L5-7-B-152900,Université,,1
4-L5,22_Dimanche,4-L5-A-7,22-L5-6-B-153700,TALANT Dullin,,0
4-L5,22_Dimanche,4-L5-R-2,22-L5-4-B-154600,Université,,1
4-L5,22_Dimanche,4-L5-A-7,22-L5-5-B-155400,TALANT Dullin,,0
4-L5,22_Dimanche,4-L5-R-2,22-L5-8-B-160200,Université,,1
4-L5,22_Dimanche,4-L5-A-7,22-L5-7-B-161000,TALANT Dullin,,0
4-L5,22_Dimanche,4-L5-R-2,22-L5-6-B-161900,Université,,1
4-L5,22_Dimanche,4-L5-A-7,22-L5-4-B-162800,TALANT Dullin,,0
4-L5,22_Dimanche,4-L5-R-2,22-L5-5-B-163600,Université,,1
4-L5,22_Dimanche,4-L5-A-7,22-L5-8-B-164500,TALANT Dullin,,0
4-L5,22_Dimanche,4-L5-R-2,22-L5-7-B-165400,Université,,1
4-L5,22_Dimanche,4-L5-A-7,22-L5-6-B-170300,TALANT Dullin,,0
4-L5,22_Dimanche,4-L5-R-2,22-L5-4-B-171200,Université,,1
4-L5,22_Dimanche,4-L5-A-7,22-L5-5-B-172000,TALANT Dullin,,0
4-L5,22_Dimanche,4-L5-R-2,22-L5-8-B-172900,Université,,1
4-L5,22_Dimanche,4-L5-A-7,22-L5-7-B-173700,TALANT Dullin,,0
4-L5,22_Dimanche,4-L5-R-2,22-L5-6-B-174600,Université,,1
4-L5,22_Dimanche,4-L5-A-7,22-L5-4-B-175500,TALANT Dullin,,0
4-L5,22_Dimanche,4-L5-R-2,22-L5-5-B-180400,Université,,1
4-L5,22_Dimanche,4-L5-A-7,22-L5-8-B-181300,TALANT Dullin,,0
4-L5,22_Dimanche,4-L5-R-2,22-L5-7-B-182100,Université,,1
4-L5,22_Dimanche,4-L5-A-7,22-L5-6-B-183200,TALANT Dullin,,0
4-L5,22_Dimanche,4-L5-R-2,22-L5-9-B-183800,Université,,1
4-L5,22_Dimanche,4-L5-A-7,22-L5-5-B-185100,TALANT Dullin,,0
4-L5,22_Dimanche,4-L5-R-2,22-L5-8-B-185400,Université,,1
4-L5,22_Dimanche,4-L5-A-7,22-L5-7-B-191000,TALANT Dullin,,0
4-L5,22_Dimanche,4-L5-R-2,22-L5-6-B-191200,Université,,1
4-L5,22_Dimanche,4-L5-A-7,22-L5-9-B-192800,TALANT Dullin,,0
4-L5,22_Dimanche,4-L5-R-2,22-L5-5-B-192800,Université,,1
4-L5,22_Dimanche,4-L5-A-7,22-L5-8-B-194400,TALANT Dullin,,0
4-L5,22_Dimanche,4-L5-R-2,22-L5-10-B-194400,Université,,1
4-L5,22_Dimanche,4-L5-R-2,22-L5-7-B-195800,Université,,1
4-L5,22_Dimanche,4-L5-A-7,22-L5-11-B-200200,TALANT Dullin,,0
4-L5,22_Dimanche,4-L5-R-2,22-L5-9-B-201600,Université,,1
4-L5,22_Dimanche,4-L5-A-7,22-L5-10-B-202600,TALANT Dullin,,0
4-L5,22_Dimanche,4-L5-R-2,22-L5-11-B-204100,Université,,1
4-L5,22_Dimanche,4-L5-A-7,22-L5-9-B-205600,TALANT Dullin,,0
4-L5,22_Dimanche,4-L5-R-2,22-L5-10-B-210700,Université,,1
4-L5,22_Dimanche,4-L5-A-7,22-L5-11-B-212000,TALANT Dullin,,0
4-L5,22_Dimanche,4-L5-R-2,22-L5-9-B-213400,Université,,1
4-L5,22_Dimanche,4-L5-A-7,22-L5-10-B-215000,TALANT Dullin,,0
4-L5,22_Dimanche,4-L5-R-2,22-L5-11-B-220000,Université,,1
4-L5,22_Dimanche,4-L5-A-7,22-L5-11-B-223800,TALANT Dullin,,0
4-L5,22_Dimanche,4-L5-R-2,22-L5-10-B-223800,Université,,1
4-L5,22_Dimanche,4-L5-R-2,22-L5-11-B-231800,Université,,1
4-L5,22_Dimanche,4-L5-A-7,22-L5-10-B-231900,TALANT Dullin,,0
4-L5,22_Dimanche,4-L5-A-7,22-L5-11-B-240100,TALANT Dullin,,0
4-L5,22_Dimanche,4-L5-R-2,22-L5-10-B-240300,Université,,1
4-L5,23_LAV,4-L5-A-7,23-L5-2-1-050800,TALANT Dullin,,0
4-L5,23_LAV,4-L5-R-2,23-L5-1-1-051100,Université,,1
4-L5,23_LAV,4-L5-A-7,23-L5-3-1-054200,TALANT Dullin,,0
4-L5,23_LAV,4-L5-R-2,23-L5-2-1-054600,Université,,1
4-L5,23_LAV,4-L5-A-7,23-L5-1-1-055800,TALANT Dullin,,0
4-L5,23_LAV,4-L5-R-2,23-L5-4-1-060500,Université,,1
4-L5,23_LAV,4-L5-A-7,23-L5-5-1-061400,TALANT Dullin,,0
4-L5,23_LAV,4-L5-R-2,23-L5-3-1-062300,Université,,1
4-L5,23_LAV,4-L5-A-7,23-L5-2-1-063000,TALANT Dullin,,0
4-L5,23_LAV,4-L5-R-2,23-L5-1-1-063500,Université,,1
4-L5,23_LAV,4-L5-A-7,23-L5-7-1-063900,TALANT Dullin,,0
4-L5,23_LAV,4-L5-R-2,23-L5-6-1-064300,Université,,1
4-L5,23_LAV,4-L5-A-7,23-L5-4-1-064500,TALANT Dullin,,0
4-L5,23_LAV,4-L5-R-2,23-L5-8-1-065000,Université,,1
4-L5,23_LAV,4-L5-A-7,23-L5-9-1-065100,TALANT Dullin,,0
4-L5,23_LAV,4-L5-A-7,23-L5-11-1-065600,TALANT Dullin,,0
4-L5,23_LAV,4-L5-R-2,23-L5-5-1-065600,Université,,1
4-L5,23_LAV,4-L5-A-7,23-L5-13-1-070100,TALANT Dullin,,0
4-L5,23_LAV,4-L5-R-2,23-L5-10-1-070200,Université,,1
4-L5,23_LAV,4-L5-A-7,23-L5-3-1-070700,TALANT Dullin,,0
4-L5,23_LAV,4-L5-R-2,23-L5-2-1-070700,Université,,1
